trial,strategy,offset,returncode,signal,crashed,hijacked,backtrace_path
83,random,14,-11,11,True,False,backtraces/4a_trialrandom_83_offset14.txt
84,random,92,-11,11,True,False,backtraces/4a_trialrandom_84_offset92.txt
85,random,92,-11,11,True,False,backtraces/4a_trialrandom_85_offset92.txt
86,random,44,-11,11,True,False,backtraces/4a_trialrandom_86_offset44.txt
87,random,63,-11,11,True,False,backtraces/4a_trialrandom_87_offset63.txt
88,random,6,0,,False,False,
89,random,21,-7,7,False,False,
90,random,29,-11,11,True,False,backtraces/4a_trialrandom_90_offset29.txt
91,random,17,-11,11,True,False,backtraces/4a_trialrandom_91_offset17.txt
92,random,6,0,,False,False,
93,random,10,0,,False,False,
94,random,5,0,,False,False,
95,random,95,-11,11,True,False,backtraces/4a_trialrandom_95_offset95.txt
96,random,65,-11,11,True,False,backtraces/4a_trialrandom_96_offset65.txt
97,random,32,-11,11,True,False,backtraces/4a_trialrandom_97_offset32.txt
98,random,40,-11,11,True,False,backtraces/4a_trialrandom_98_offset40.txt
99,random,47,-11,11,True,False,backtraces/4a_trialrandom_99_offset47.txt
100,random,0,0,,False,False,
101,random,98,-11,11,True,False,backtraces/4a_trialrandom_101_offset98.txt
102,random,11,0,,False,False,
103,random,63,-11,11,True,False,backtraces/4a_trialrandom_103_offset63.txt
104,random,38,-11,11,True,False,backtraces/4a_trialrandom_104_offset38.txt
105,random,9,0,,False,False,
106,random,1,0,,False,False,
107,random,88,-11,11,True,False,backtraces/4a_trialrandom_107_offset88.txt
108,random,28,-11,11,True,False,backtraces/4a_trialrandom_108_offset28.txt
109,random,73,-11,11,True,False,backtraces/4a_trialrandom_109_offset73.txt
110,random,86,-11,11,True,False,backtraces/4a_trialrandom_110_offset86.txt
111,random,125,-11,11,True,False,backtraces/4a_trialrandom_111_offset125.txt
112,random,7,0,,False,False,
113,random,78,-11,11,True,False,backtraces/4a_trialrandom_113_offset78.txt
114,random,114,-11,11,True,False,backtraces/4a_trialrandom_114_offset114.txt
115,random,11,0,,False,False,
116,random,67,-11,11,True,False,backtraces/4a_trialrandom_116_offset67.txt
117,random,102,-11,11,True,False,backtraces/4a_trialrandom_117_offset102.txt
118,random,39,-11,11,True,False,backtraces/4a_trialrandom_118_offset39.txt
119,random,121,-11,11,True,False,backtraces/4a_trialrandom_119_offset121.txt
120,random,57,-11,11,True,False,backtraces/4a_trialrandom_120_offset57.txt
121,random,23,-11,11,True,False,backtraces/4a_trialrandom_121_offset23.txt
122,random,80,-11,11,True,False,backtraces/4a_trialrandom_122_offset80.txt
123,random,26,-11,11,True,False,backtraces/4a_trialrandom_123_offset26.txt
124,random,6,0,,False,False,
125,random,114,-11,11,True,False,backtraces/4a_trialrandom_125_offset114.txt
126,random,32,-11,11,True,False,backtraces/4a_trialrandom_126_offset32.txt
127,random,100,-11,11,True,False,backtraces/4a_trialrandom_127_offset100.txt
128,random,124,-11,11,True,False,backtraces/4a_trialrandom_128_offset124.txt
129,random,83,-11,11,True,False,backtraces/4a_trialrandom_129_offset83.txt
130,random,36,-11,11,True,False,backtraces/4a_trialrandom_130_offset36.txt
131,random,87,-11,11,True,False,backtraces/4a_trialrandom_131_offset87.txt
132,random,66,-11,11,True,False,backtraces/4a_trialrandom_132_offset66.txt
133,random,67,-11,11,True,False,backtraces/4a_trialrandom_133_offset67.txt
134,random,107,-11,11,True,False,backtraces/4a_trialrandom_134_offset107.txt
135,random,4,0,,False,False,
136,random,35,-11,11,True,False,backtraces/4a_trialrandom_136_offset35.txt
137,random,14,-11,11,True,False,backtraces/4a_trialrandom_137_offset14.txt
138,random,64,-11,11,True,False,backtraces/4a_trialrandom_138_offset64.txt
139,random,8,0,,False,False,
140,random,33,-11,11,True,False,backtraces/4a_trialrandom_140_offset33.txt
141,random,41,-11,11,True,False,backtraces/4a_trialrandom_141_offset41.txt
142,random,43,-11,11,True,False,backtraces/4a_trialrandom_142_offset43.txt
143,random,24,-11,11,True,True,backtraces/4a_trialrandom_143_offset24.txt
144,random,116,-11,11,True,False,backtraces/4a_trialrandom_144_offset116.txt
145,random,59,-11,11,True,False,backtraces/4a_trialrandom_145_offset59.txt
146,random,8,0,,False,False,
147,random,63,-11,11,True,False,backtraces/4a_trialrandom_147_offset63.txt
148,random,59,-11,11,True,False,backtraces/4a_trialrandom_148_offset59.txt
149,random,113,-11,11,True,False,backtraces/4a_trialrandom_149_offset113.txt
