trial,strategy,offset,returncode,signal,crashed,hijacked,backtrace_path
140,random,53,-11,11,True,False,backtraces/4a_trialrandom_140_offset53.txt
141,random,110,-11,11,True,False,backtraces/4a_trialrandom_141_offset110.txt
142,random,5,0,,False,False,
143,random,57,-11,11,True,False,backtraces/4a_trialrandom_143_offset57.txt
144,random,4,0,,False,False,
145,random,101,-11,11,True,False,backtraces/4a_trialrandom_145_offset101.txt
146,random,37,-11,11,True,False,backtraces/4a_trialrandom_146_offset37.txt
147,random,9,0,,False,False,
148,random,41,-11,11,True,False,backtraces/4a_trialrandom_148_offset41.txt
149,random,114,-11,11,True,False,backtraces/4a_trialrandom_149_offset114.txt
