trial,strategy,offset,returncode,signal,crashed,hijacked,backtrace_path
86,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_86_offset26.txt
87,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_87_offset25.txt
88,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_88_offset25.txt
89,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_89_offset25.txt
90,boundary,34,-11,11,True,False,backtraces/4a_trialboundary_90_offset34.txt
91,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_91_offset22.txt
92,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_92_offset29.txt
93,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_93_offset27.txt
94,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_94_offset22.txt
95,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_95_offset28.txt
96,boundary,20,-7,7,False,False,
97,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_97_offset30.txt
98,boundary,20,-7,7,False,False,
99,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_99_offset22.txt
100,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_100_offset26.txt
101,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_101_offset28.txt
102,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_102_offset29.txt
103,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_103_offset28.txt
104,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_104_offset23.txt
105,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_105_offset19.txt
106,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_106_offset27.txt
107,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_107_offset26.txt
108,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_108_offset19.txt
109,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_109_offset29.txt
110,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_110_offset25.txt
111,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_111_offset19.txt
112,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_112_offset26.txt
113,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_113_offset17.txt
114,boundary,20,-7,7,False,False,
115,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_115_offset26.txt
116,boundary,16,-11,11,True,False,backtraces/4a_trialboundary_116_offset16.txt
117,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_117_offset24.txt
118,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_118_offset17.txt
119,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_119_offset28.txt
120,boundary,20,-7,7,False,False,
121,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_121_offset25.txt
122,boundary,16,-11,11,True,False,backtraces/4a_trialboundary_122_offset16.txt
123,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_123_offset22.txt
124,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_124_offset29.txt
125,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_125_offset26.txt
126,boundary,15,-11,11,True,False,backtraces/4a_trialboundary_126_offset15.txt
127,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_127_offset29.txt
128,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_128_offset28.txt
129,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_129_offset22.txt
130,boundary,31,-11,11,True,False,backtraces/4a_trialboundary_130_offset31.txt
131,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_131_offset19.txt
132,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_132_offset24.txt
133,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_133_offset30.txt
134,boundary,31,-11,11,True,False,backtraces/4a_trialboundary_134_offset31.txt
135,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_135_offset30.txt
136,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_136_offset19.txt
137,boundary,15,-11,11,True,False,backtraces/4a_trialboundary_137_offset15.txt
138,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_138_offset26.txt
139,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_139_offset17.txt
140,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_140_offset23.txt
141,boundary,18,-11,11,True,False,backtraces/4a_trialboundary_141_offset18.txt
142,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_142_offset29.txt
143,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_143_offset28.txt
144,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_144_offset27.txt
145,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_145_offset24.txt
146,boundary,24,-4,4,False,True,
147,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_147_offset23.txt
148,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_148_offset26.txt
149,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_149_offset25.txt
